D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
218070435	Ecuador	Urban	Spanish; Castilian	Female	25-34 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
124070487	Canada	Rural	English	Female	16-24 years	China	China	Japan	Standard Chinese; Mandarin; Putonghua; Guoyu	Upper secondary education (ISCED 3)	7.0	Do not belong to a denomination
764070991	Thailand	Urban	Thai; Central Thai	Female	35-44 years	Thailand	Thailand	Thailand	Thai; Central Thai	Bachelor or equivalent (ISCED 6)	7.0	Buddhist
422070984	Lebanon	Rural	Arabic	Female	55-64 years	Lebanon	Lebanon	Lebanon	Arabic	Early childhood education (ISCED 0) / no education	4.0	Muslim
446070892	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male		Macau SAR	Macau SAR	Macau SAR	Cantonese	Upper secondary education (ISCED 3)	5.0	Buddhist
554070978	New Zealand	Urban	English	Female	25-34 years	New Zealand	New Zealand	New Zealand	English	Upper secondary education (ISCED 3)	8.0	Do not belong to a denomination
840072901	United States	Urban	English	Male	45-54 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	3.0	Do not belong to a denomination
703070819	Slovakia	Urban	Slovak	Male	16-24 years	Slovakia	Slovakia	Slovakia	Hungarian	Primary education (ISCED 1)	5.0	Roman Catholic
32070064	Argentina	Urban	Spanish; Castilian	Male	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Roman Catholic
276070778	Germany	Urban	German	Female	35-44 years	Germany	France	Germany	German	Upper secondary education (ISCED 3)	5.0	Protestant
702070539	Singapore	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	55-64 years	Singapore	Singapore	Singapore	Standard Chinese; Mandarin; Putonghua; Guoyu	Early childhood education (ISCED 0) / no education	4.0	Other
458070718	Malaysia	Urban	Malay; Malaysian	Male	35-44 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
704070326	Vietnam	Rural	Vietnamese	Male	35-44 years	Vietnam	Vietnam	Vietnam	Vietnamese	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
231070066	Ethiopia	Urban	Amharic	Female	25-34 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Early childhood education (ISCED 0) / no education	8.0	Orthodox (Russian/Greek/etc.)
156072718	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
203070996	Czechia	Urban	Czech	Female	45-54 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
704070741	Vietnam	Rural	Vietnamese	Male	16-24 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
504070737	Morocco	Urban	Arabic	Male	16-24 years	Morocco	Morocco	Morocco	Arabic	Early childhood education (ISCED 0) / no education	7.0	Muslim
764071303	Thailand	Urban	Thai; Central Thai	Male	65 and over	Thailand	Thailand	Thailand	Southern Thai; Dambro; Pak Thai	Primary education (ISCED 1)	7.0	Buddhist
702071867	Singapore	Urban	English	Male	25-34 years	Singapore	Singapore	Singapore	English	Short-cycle tertiary education (ISCED 5)	8.0	Hindu
104070368	Myanmar	Rural	Burmese	Female	25-34 years	Myanmar	Myanmar	Myanmar	Other	Bachelor or equivalent (ISCED 6)	6.0	Buddhist
704070674	Vietnam	Urban	Vietnamese	Male	45-54 years	Vietnam	Vietnam	Vietnam	Vietnamese	Bachelor or equivalent (ISCED 6)	7.0	Do not belong to a denomination
124073621	Canada	Rural	English	Male	45-54 years	Canada	Canada	Canada	English	Primary education (ISCED 1)	4.0	Do not belong to a denomination
792070709	Turkey	Urban	Turkish	Male	45-54 years	Turkey	Turkey	Turkey		Upper secondary education (ISCED 3)	6.0	Muslim
586070158	Pakistan	Urban	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Pashto, Pushto	Lower secondary education (ISCED 2)	4.0	Muslim
558070559	Nicaragua	Urban	Spanish; Castilian	Female	55-64 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Lower secondary education (ISCED 2)	1.0	Roman Catholic
104070548	Myanmar	Rural	Burmese	Female	35-44 years	Myanmar	Myanmar	Myanmar	Burmese	Bachelor or equivalent (ISCED 6)	6.0	Buddhist
804071178	Ukraine	Urban	Russian	Male	25-34 years	Ukraine	Ukraine	Ukraine	Russian	Master or equivalent (ISCED 7)	7.0	Orthodox (Russian/Greek/etc.)
702070191	Singapore	Urban	English	Male	55-64 years	Singapore	Singapore	China	English	Master or equivalent (ISCED 7)	7.0	Buddhist
804070486	Ukraine	Rural	Ukrainian	Female	25-34 years	Ukraine	Ukraine	Ukraine	Ukrainian	Upper secondary education (ISCED 3)	6.0	Orthodox (Russian/Greek/etc.)
300071090	Greece	Urban	Greek, Modern	Female	25-34 years	Albania	Albania	Albania	Greek, Modern	Lower secondary education (ISCED 2)	3.0	Muslim
32070493	Argentina	Urban	Spanish; Castilian	Male	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Lower secondary education (ISCED 2)	7.0	Roman Catholic
156072229	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years				Other Chinese dialects	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
196070371	Cyprus	Urban	Greek, Modern	Male	55-64 years	Cyprus	Cyprus	Cyprus	Greek, Modern	Upper secondary education (ISCED 3)	5.0	Orthodox (Russian/Greek/etc.)
203070238	Czechia	Rural	Czech	Female	45-54 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Upper secondary education (ISCED 3)	7.0	Roman Catholic
398070399	Kazakhstan	Urban	Kazakh	Male	55-64 years	Kazakhstan	Kazakhstan	Kazakhstan	Kazakh	Post-secondary non-tertiary education (ISCED 4)	5.0	Muslim
51070135	Armenia	Urban	Armenian; Hayeren	Female	45-54 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Lower secondary education (ISCED 2)	1.0	Orthodox (Russian/Greek/etc.)
762071165	Tajikistan	Rural	Tajik	Male	55-64 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Post-secondary non-tertiary education (ISCED 4)	7.0	Muslim
566070132	Nigeria	Rural	English	Female	16-24 years	Nigeria	Nigeria	Nigeria	English	Post-secondary non-tertiary education (ISCED 4)	8.0	Protestant
170078774	Colombia	Urban	Spanish; Castilian	Female	55-64 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Upper secondary education (ISCED 3)	1.0	Do not belong to a denomination
20070364	Andorra	Urban	Catalan; Valencian	Female	35-44 years	Andorra	Spain	Portugal	Catalan; Valencian	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
446070321	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	16-24 years	China	China	China	Cantonese	Bachelor or equivalent (ISCED 6)	3.0	Do not belong to a denomination
862070669	Venezuela	Urban	Spanish; Castilian	Male	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	7.0	Roman Catholic
422070975	Lebanon	Rural	Arabic	Male	25-34 years	Lebanon	Lebanon	Lebanon	Arabic	Lower secondary education (ISCED 2)	4.0	Muslim
642070880	Romania	Rural	Romanian, Moldavian, Moldovan	Male	65 and over	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Primary education (ISCED 1)	5.0	Orthodox (Russian/Greek/etc.)
862070366	Venezuela	Urban	Spanish; Castilian	Female	16-24 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
196070680	Cyprus	Urban	Turkish	Male	25-34 years	Turkey	Turkey	Turkey	Turkish	Doctoral or equivalent (ISCED 8)	10.0	Muslim
156072513	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	25-34 years				Other Chinese dialects	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
446070352	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	55-64 years	China	China	China	Cantonese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
152070714	Chile	Urban	Spanish; Castilian	Female	45-54 years	Chile	Chile	Chile	Spanish; Castilian	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
643070735	Russia	Rural	Russian	Male	16-24 years	Russia	Russia	Russia	Russian	Bachelor or equivalent (ISCED 6)		Do not belong to a denomination
484071020	Mexico	Urban	Spanish; Castilian	Male	65 and over	Mexico	Mexico	Mexico	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	10.0	Roman Catholic
51070374	Armenia	Rural	Armenian; Hayeren	Female	35-44 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Upper secondary education (ISCED 3)	1.0	Orthodox (Russian/Greek/etc.)
608070128	Philippines	Urban	Filipino; Pilipino	Female	55-64 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Lower secondary education (ISCED 2)	5.0	Roman Catholic
344070503	Hong Kong SAR	Urban	Cantonese	Male	35-44 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Post-secondary non-tertiary education (ISCED 4)	5.0	Do not belong to a denomination
392070335	Japan	Urban	Japanese	Male	45-54 years	Japan	Japan	Japan	Japanese	Early childhood education (ISCED 0) / no education		Do not belong to a denomination
196070412	Cyprus	Urban	Greek, Modern	Female	55-64 years	Cyprus	Cyprus	Cyprus	Greek, Modern	Primary education (ISCED 1)	5.0	Orthodox (Russian/Greek/etc.)
840072213	United States	Urban	English	Male	55-64 years	United States	United States	Cuba	English	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
152070937	Chile	Urban	Spanish; Castilian	Male	55-64 years	Chile	Chile	Chile	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
360071746	Indonesia	Rural	Indonesian	Female	35-44 years	Indonesia	Indonesia	Indonesia	Javanese	Primary education (ISCED 1)	5.0	Muslim
417070793	Kyrgyzstan	Rural	Kirghiz; Kyrgyz	Female	45-54 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Master or equivalent (ISCED 7)	6.0	Muslim
76071122	Brazil	Urban	Portuguese	Female	16-24 years	Brazil	Brazil	Brazil	Portuguese	Lower secondary education (ISCED 2)	4.0	Protestant
608070277	Philippines	Urban	Filipino; Pilipino	Male	45-54 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Lower secondary education (ISCED 2)	4.0	Roman Catholic
124071400	Canada	Urban	English	Female	65 and over	Germany	Germany	Germany	English	Master or equivalent (ISCED 7)	2.0	Protestant
586071918	Pakistan	Rural	Urdu	Female	45-54 years	Pakistan	Pakistan	Pakistan	Pashto, Pushto	Early childhood education (ISCED 0) / no education	4.0	Muslim
604071365	Peru	Rural	Spanish; Castilian	Female	55-64 years	Peru	Peru	Peru	Spanish; Castilian	Upper secondary education (ISCED 3)	3.0	Roman Catholic
152070549	Chile	Urban	Spanish; Castilian	Female	55-64 years	Chile	Chile	Chile	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	4.0	Roman Catholic
422070583	Lebanon	Urban	Arabic	Male	25-34 years	Lebanon	Lebanon	Lebanon	Arabic	Primary education (ISCED 1)	4.0	Orthodox (Russian/Greek/etc.)
170070704	Colombia	Urban	Spanish; Castilian	Male	65 and over	Colombia	Colombia	Colombia	Spanish; Castilian	Lower secondary education (ISCED 2)	8.0	Do not belong to a denomination
792070312	Turkey	Urban	Turkish	Male	35-44 years	Turkey	Turkey	Turkey		Lower secondary education (ISCED 2)	6.0	Muslim
218071052	Ecuador	Rural	Spanish; Castilian	Female	25-34 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Primary education (ISCED 1)	4.0	Do not belong to a denomination
716070916	Zimbabwe	Rural	Shona;chiShona	Male	35-44 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Upper secondary education (ISCED 3)	4.0	Roman Catholic
764070580	Thailand	Rural	Thai; Central Thai	Male	35-44 years	Thailand	Thailand	Thailand	Esan	Lower secondary education (ISCED 2)	4.0	Buddhist
840071115	United States	Urban	English	Male	45-54 years	United States	United States	United States	English	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
566070329	Nigeria	Urban	English	Male	35-44 years	Nigeria	Nigeria	Nigeria	Igbo	Early childhood education (ISCED 0) / no education	4.0	Roman Catholic
788070762	Tunisia	Rural	Arabic	Female	45-54 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Primary education (ISCED 1)	5.0	Muslim
840072457	United States	Urban	English	Male	65 and over	United States	United States	United States	English	Post-secondary non-tertiary education (ISCED 4)	4.0	Do not belong to a denomination
368070972	Iraq	Rural	Arabic	Female	25-34 years	Iraq	Iraq	Iraq	Arabic	Upper secondary education (ISCED 3)	3.0	Muslim
364072544	Iran	Urban	Persian; Farsi; Dari	Female	35-44 years	Iran	Iran	Iran	Persian; Farsi; Dari	Post-secondary non-tertiary education (ISCED 4)	2.0	Muslim
434070504	Libya	Urban	Arabic	Male	55-64 years	Libya	Libya	Libya	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
462070093	Maldives	Rural	1105	Male	16-24 years	462	462	462	1105	Lower secondary education (ISCED 2)	3.0	Muslim
320071158	Guatemala	Urban	Spanish; Castilian	Male	65 and over	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	8.0	Protestant
566070557	Nigeria	Urban	English	Male	25-34 years	Nigeria	Nigeria	Nigeria	English	Master or equivalent (ISCED 7)	4.0	Roman Catholic
104070325	Myanmar	Rural	Burmese	Male	25-34 years	Myanmar	Myanmar	Myanmar	Other	Lower secondary education (ISCED 2)	6.0	Buddhist
51070581	Armenia	Urban	Armenian; Hayeren	Female	35-44 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Short-cycle tertiary education (ISCED 5)	7.0	Do not belong to a denomination
276070950	Germany	Urban	German	Female	55-64 years	Germany	Germany	Germany	German	Upper secondary education (ISCED 3)	2.0	Roman Catholic
170070734	Colombia	Urban	Spanish; Castilian	Female	45-54 years	Colombia	Colombia	Colombia	Spanish; Castilian	Primary education (ISCED 1)	1.0	Do not belong to a denomination
688070455	Serbia	Urban	Serbian	Male	25-34 years	Serbia	Serbia	Serbia	Serbian	Master or equivalent (ISCED 7)	8.0	Orthodox (Russian/Greek/etc.)
462070729	Maldives	Urban	1105	Female	16-24 years	462	462	462	1105	Lower secondary education (ISCED 2)	6.0	Muslim
804070557	Ukraine	Urban	Russian	Female	55-64 years	Russia	Russia	Russia	Russian	Post-secondary non-tertiary education (ISCED 4)	1.0	
586071435	Pakistan	Rural	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Pashto, Pushto	Lower secondary education (ISCED 2)	4.0	Muslim
36070901	Australia	Urban	English	Male	25-34 years	Australia	Australia	Australia	English	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
20071000	Andorra	Urban	Catalan; Valencian	Male	16-24 years	Andorra	Andorra	Andorra	Catalan; Valencian	Upper secondary education (ISCED 3)		Do not belong to a denomination
642070701	Romania	Urban	Romanian, Moldavian, Moldovan	Male	55-64 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan		6.0	Orthodox (Russian/Greek/etc.)
688070931	Serbia	Rural	Serbian	Female	25-34 years	Serbia	Serbia	Serbia	Serbian	Master or equivalent (ISCED 7)	5.0	Orthodox (Russian/Greek/etc.)
124074159	Canada	Rural	French	Male	16-24 years	Canada	Canada	Canada	French	Upper secondary education (ISCED 3)	1.0	Do not belong to a denomination
462070857	Maldives	Urban	1105	Male	45-54 years	462	462	462	1105	Early childhood education (ISCED 0) / no education	1.0	Muslim
826072603	Great Britain	Urban	English	Male	16-24 years	United Kingdom			English	Upper secondary education (ISCED 3)	9.0	Do not belong to a denomination
642070389	Romania	Urban	Romanian, Moldavian, Moldovan	Male	25-34 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Lower secondary education (ISCED 2)	5.0	Orthodox (Russian/Greek/etc.)
368071091	Iraq	Urban	Arabic	Female	35-44 years	Iraq	Iraq	Iraq	Arabic	Short-cycle tertiary education (ISCED 5)	5.0	Muslim
104070753	Myanmar	Rural	Burmese	Male	45-54 years	Myanmar	Myanmar	Myanmar	Sgaw Karen; Sgaw Kayin; Karen	Primary education (ISCED 1)	5.0	Protestant
862070277	Venezuela	Urban	Spanish; Castilian	Female	16-24 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Roman Catholic
68071473	Bolivia	Urban	Spanish; Castilian	Male	25-34 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
124072217	Canada	Urban	English	Male	45-54 years	Poland	Poland	Poland	English	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
68071836	Bolivia	Urban	Spanish; Castilian	Male	55-64 years	Bolivia	Bolivia	Bolivia	Aymara	Primary education (ISCED 1)	5.0	Protestant
360072356	Indonesia	Urban	Indonesian	Female	45-54 years	Indonesia	Indonesia	Indonesia	Javanese	Upper secondary education (ISCED 3)	8.0	Muslim
642070623	Romania	Urban	Romanian, Moldavian, Moldovan	Male	16-24 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	6.0	Protestant
218070853	Ecuador	Rural	Spanish; Castilian	Female	25-34 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Primary education (ISCED 1)	1.0	Roman Catholic
566070740	Nigeria	Urban	English	Male	45-54 years	Nigeria	Nigeria	Nigeria	Igbo	Post-secondary non-tertiary education (ISCED 4)	5.0	Protestant
51070381	Armenia	Urban	Armenian; Hayeren	Female	45-54 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Bachelor or equivalent (ISCED 6)	5.0	Orthodox (Russian/Greek/etc.)
446070133	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	25-34 years	Macau SAR	Macau SAR	Macau SAR	Cantonese	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
422070034	Lebanon	Urban	Arabic	Female	35-44 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
231070692	Ethiopia	Rural	Amharic	Female	16-24 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Early childhood education (ISCED 0) / no education	4.0	Orthodox (Russian/Greek/etc.)
462070427	Maldives	Rural	1105	Female	35-44 years	462	462	462	1105	Primary education (ISCED 1)	6.0	Muslim
703070503	Slovakia	Rural	Slovak	Male	55-64 years	Slovakia	Slovakia	Slovakia	Slovak	Lower secondary education (ISCED 2)	2.0	Roman Catholic
404070061	Kenya	Urban	English	Male	35-44 years	Kenya	Kenya	Kenya	Kikuyu; Gikuyu	Doctoral or equivalent (ISCED 8)	8.0	Do not belong to a denomination
203070799	Czechia	Urban	Czech	Female	35-44 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
484071161	Mexico	Urban	Spanish; Castilian	Male	65 and over	Mexico	Mexico	Mexico	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	7.0	Hindu
762070435	Tajikistan	Urban	Tajik	Female	35-44 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
862070168	Venezuela	Rural	Spanish; Castilian	Male	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Roman Catholic
586071456	Pakistan	Rural	Urdu	Male	35-44 years	Pakistan	Pakistan	Pakistan	Saraiki	Early childhood education (ISCED 0) / no education		Muslim
360071375	Indonesia	Urban	Indonesian	Male	55-64 years	Indonesia	Indonesia	Indonesia	Sundanese	Upper secondary education (ISCED 3)	5.0	Muslim
586070931	Pakistan	Rural	Urdu	Male	16-24 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Lower secondary education (ISCED 2)	2.0	Muslim
344070905	Hong Kong SAR	Urban	Cantonese	Male	45-54 years	Hong Kong SAR	China	China	Cantonese	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
